,start_type,end_type
41268,ADP,.
41269,PRON,.
41270,ADP,.
41271,ADV,.
41272,PRON,.
41273,DET,.
41274,NOUN,.
41275,DET,.
41276,.,.
41277,PRT,.
41278,PRON,.
41279,NOUN,.
41280,.,.
41281,ADP,.
41282,ADP,.
41283,PRON,.
41284,DET,.
41285,ADP,.
41286,ADP,.
41287,DET,.
41288,NOUN,.
41289,DET,.
41290,DET,.
41291,PRON,.
41292,DET,.
41293,PRON,.
41294,DET,.
41295,ADV,.
41296,CONJ,.
41297,PRT,.
41298,PRON,.
41299,NOUN,.
41300,NOUN,.
41301,ADP,.
41302,DET,.
41303,PRON,.
41304,.,.
41305,PRT,.
41306,DET,.
41307,DET,.
41308,NOUN,.
41309,CONJ,.
41310,NOUN,.
41311,.,.
41312,PRON,.
41313,ADP,.
41314,DET,.
41315,ADJ,.
41316,NOUN,.
41317,ADP,.
41318,ADP,.
41319,ADV,.
41320,NOUN,.
41321,DET,.
41322,VERB,.
41323,ADP,.
41324,DET,.
41325,PRON,.
41326,CONJ,.
41327,NOUN,.
41328,ADV,.
41329,VERB,.
41330,VERB,.
41331,ADV,.
41332,DET,.
41333,ADJ,.
41334,NOUN,.
41335,ADV,.
41336,ADJ,.
41337,DET,.
41338,.,.
41339,.,.
41340,DET,.
41341,ADP,.
41342,ADP,.
41343,PRON,.
41344,ADP,.
41345,CONJ,.
41346,PRT,.
41347,PRT,.
41348,ADP,.
41349,DET,.
41350,PRON,.
41351,VERB,.
41352,ADV,.
41353,NOUN,.
41354,DET,.
41355,PRON,.
41356,DET,.
41357,NOUN,.
41358,CONJ,.
41359,.,.
41360,VERB,.
41361,DET,.
41362,.,.
41363,ADP,.
41364,DET,.
41365,VERB,.
41366,VERB,.
41367,.,.
41368,NOUN,.
41369,DET,.
41370,ADV,.
41371,.,.
41372,NOUN,.
41373,NOUN,.
41374,PRON,.
41375,NOUN,PRT
41376,.,.
41377,.,.
41378,NOUN,.
41379,DET,.
41380,ADV,.
41381,CONJ,.
41382,VERB,.
41383,NOUN,.
41384,DET,.
41385,PRON,.
41386,.,.
41387,PRON,.
41388,NOUN,.
41389,DET,.
41390,.,.
41391,.,.
41392,CONJ,.
41393,PRT,.
41394,.,.
41395,PRON,.
41396,NOUN,.
41397,.,.
41398,PRON,.
41399,NOUN,.
41400,DET,.
41401,DET,.
41402,ADV,.
41403,CONJ,.
41404,PRON,.
41405,DET,.
41406,ADP,.
41407,NUM,.
41408,DET,.
41409,ADP,.
41410,PRON,.
41411,DET,.
41412,DET,.
41413,NOUN,.
41414,DET,.
41415,DET,.
41416,PRT,.
41417,NOUN,.
41418,DET,.
41419,.,.
41420,VERB,.
41421,DET,.
41422,NOUN,.
41423,DET,.
41424,ADP,.
41425,VERB,.
41426,DET,.
41427,DET,.
41428,PRT,.
41429,.,.
41430,ADP,.
41431,CONJ,.
41432,DET,.
41433,.,.
41434,DET,.
41435,ADP,.
41436,ADV,.
41437,DET,.
41438,ADP,.
41439,ADJ,.
41440,DET,.
41441,ADJ,.
41442,DET,.
41443,NOUN,.
41444,.,.
41445,DET,.
41446,DET,.
41447,ADP,.
41448,PRON,.
41449,VERB,.
41450,ADP,.
41451,NUM,.
41452,ADP,.
41453,PRT,.
41454,ADP,.
41455,DET,.
41456,ADP,.
41457,ADP,.
41458,ADP,.
41459,DET,.
41460,ADP,.
41461,DET,.
41462,NOUN,.
41463,ADP,.
41464,ADV,.
41465,DET,.
41466,DET,.
41467,PRT,.
41468,DET,.
41469,PRON,.
41470,PRON,.
41471,NOUN,.
41472,DET,.
41473,ADP,.
41474,CONJ,.
41475,DET,.
41476,PRON,.
41477,ADP,.
41478,ADP,.
41479,DET,.
41480,ADP,.
41481,NOUN,.
41482,PRON,.
41483,DET,.
41484,DET,.
41485,ADV,.
41486,ADV,.
41487,.,.
41488,DET,.
41489,.,.
41490,.,.
41491,NOUN,.
41492,ADP,.
41493,PRON,.
41494,NOUN,.
41495,NOUN,.
41496,ADV,.
41497,ADP,.
41498,PRT,.
41499,.,.
41500,ADP,.
41501,PRON,.
41502,ADV,.
41503,NOUN,NOUN
41504,PRON,.
41505,DET,.
41506,ADJ,.
41507,NOUN,.
41508,NOUN,.
41509,DET,.
41510,ADJ,.
41511,ADV,.
41512,DET,.
41513,DET,.
41514,ADP,.
41515,PRON,.
41516,NOUN,.
41517,NOUN,.
41518,CONJ,.
41519,ADP,.
41520,NOUN,.
41521,PRON,.
41522,.,.
41523,DET,.
41524,.,.
41525,ADP,.
41526,PRON,.
41527,ADJ,.
41528,ADV,.
41529,CONJ,.
41530,DET,.
41531,DET,.
41532,DET,.
41533,PRON,.
41534,DET,.
41535,.,.
41536,PRT,.
41537,.,.
41538,ADP,.
41539,ADV,.
41540,DET,.
41541,PRON,.
41542,PRON,.
41543,PRON,.
41544,VERB,.
41545,NUM,.
41546,ADV,.
41547,DET,.
41548,.,.
41549,DET,.
41550,ADP,.
41551,DET,.
41552,PRON,.
41553,ADP,.
41554,NOUN,.
41555,ADV,.
41556,DET,.
41557,VERB,.
41558,PRON,.
41559,DET,.
41560,DET,.
41561,ADP,.
41562,.,.
41563,DET,.
41564,ADJ,.
41565,DET,.
41566,ADJ,.
41567,DET,.
41568,ADP,.
41569,DET,.
41570,NOUN,.
41571,DET,.
41572,ADV,.
41573,DET,.
41574,PRON,.
41575,ADP,.
41576,PRON,.
41577,PRON,.
41578,PRON,.
41579,ADP,.
41580,PRT,.
41581,ADV,.
41582,VERB,.
41583,.,.
41584,CONJ,.
41585,ADV,.
41586,DET,.
41587,DET,.
41588,ADV,.
41589,NOUN,NOUN
41590,PRON,.
41591,DET,.
41592,DET,.
41593,PRON,.
41594,DET,.
41595,.,.
41596,CONJ,.
41597,DET,.
41598,DET,.
41599,ADP,.
41600,DET,.
41601,PRON,.
41602,DET,.
41603,PRON,.
41604,VERB,.
41605,PRON,.
41606,NOUN,.
41607,ADP,.
41608,NOUN,.
41609,DET,.
41610,CONJ,.
41611,.,.
41612,PRT,.
41613,PRT,.
41614,ADP,.
41615,CONJ,.
41616,DET,.
41617,DET,.
41618,CONJ,.
41619,DET,.
41620,NOUN,.
41621,NOUN,.
41622,PRON,.
41623,DET,.
41624,PRON,.
41625,PRON,.
41626,PRON,.
41627,DET,.
41628,DET,.
41629,DET,.
41630,ADV,.
41631,DET,.
41632,PRON,.
41633,PRON,.
41634,DET,.
41635,PRON,.
41636,NOUN,.
41637,NOUN,.
41638,ADP,.
41639,NUM,.
41640,PRT,.
41641,VERB,.
41642,NOUN,.
41643,DET,.
41644,ADV,.
41645,ADV,.
41646,PRT,.
41647,ADJ,.
41648,PRON,.
41649,ADV,.
41650,ADP,.
41651,.,.
41652,VERB,.
41653,PRON,.
41654,CONJ,.
41655,ADV,.
41656,ADV,.
41657,ADP,.
41658,PRT,.
41659,DET,.
41660,ADP,.
41661,DET,.
41662,DET,.
41663,NOUN,.
41664,DET,.
41665,PRON,.
41666,PRON,.
41667,ADP,.
41668,ADV,.
41669,ADP,.
41670,PRON,.
41671,ADV,.
41672,ADP,.
41673,PRT,.
41674,ADP,.
41675,PRON,.
41676,PRON,.
41677,ADV,.
41678,ADP,.
41679,DET,.
41680,NOUN,.
41681,NUM,.
41682,NOUN,.
41683,ADP,.
41684,.,.
41685,VERB,NOUN
41686,PRON,.
41687,DET,.
41688,NOUN,NOUN
41689,NOUN,.
41690,.,.
41691,NOUN,.
41692,PRON,.
41693,DET,.
41694,PRON,.
41695,PRT,.
41696,NOUN,NOUN
41697,ADV,.
41698,ADJ,.
41699,NOUN,.
41700,VERB,.
41701,.,.
41702,ADV,.
41703,ADV,.
41704,ADV,.
41705,ADP,.
41706,PRT,.
41707,ADP,.
41708,PRT,.
41709,ADP,.
41710,PRON,.
41711,VERB,NOUN
41712,PRT,.
41713,NOUN,.
41714,PRT,.
41715,DET,.
41716,ADJ,.
41717,PRT,.
41718,.,.
41719,DET,.
41720,ADJ,.
41721,DET,.
41722,PRON,.
41723,DET,.
41724,NOUN,.
41725,PRON,.
41726,ADJ,.
41727,DET,.
41728,VERB,.
41729,ADP,.
41730,.,.
41731,ADJ,NOUN
41732,.,.
41733,PRON,.
41734,PRON,.
41735,DET,.
41736,VERB,.
41737,PRON,.
41738,.,.
41739,ADP,.
41740,ADJ,.
41741,CONJ,.
41742,ADV,.
41743,NOUN,.
41744,DET,.
41745,PRON,.
41746,ADV,.
41747,ADV,.
41748,DET,.
41749,DET,.
41750,ADV,.
41751,NUM,.
41752,NOUN,.
41753,NOUN,.
41754,DET,.
41755,PRT,.
41756,ADV,.
41757,PRT,.
41758,NOUN,.
41759,NOUN,.
41760,PRON,.
41761,VERB,.
41762,PRT,.
41763,CONJ,.
41764,ADV,.
41765,DET,.
41766,DET,.
41767,DET,.
41768,CONJ,.
41769,.,NOUN
41770,.,.
41771,CONJ,.
41772,PRON,.
41773,NOUN,.
41774,PRON,.
41775,DET,.
41776,ADP,.
41777,VERB,.
41778,DET,.
41779,DET,.
41780,DET,.
41781,ADV,.
41782,.,.
41783,NOUN,.
41784,DET,.
41785,DET,.
41786,.,.
41787,PRON,.
41788,CONJ,.
41789,NOUN,.
41790,PRT,.
41791,DET,.
41792,ADV,.
41793,ADP,.
41794,PRT,.
41795,PRON,.
41796,DET,.
41797,VERB,.
41798,.,.
41799,DET,.
41800,PRON,.
41801,DET,.
41802,PRON,.
41803,NOUN,.
41804,PRON,.
41805,PRON,.
41806,ADV,.
41807,PRON,.
41808,NOUN,.
41809,NOUN,.
41810,PRON,.
41811,.,.
41812,PRON,.
41813,PRON,.
41814,PRON,.
41815,NOUN,.
41816,ADP,.
41817,DET,.
41818,VERB,.
41819,CONJ,.
41820,ADP,.
41821,PRON,.
41822,DET,.
41823,DET,.
41824,ADP,.
41825,PRT,.
41826,.,.
41827,NOUN,.
41828,NOUN,.
41829,NOUN,.
41830,PRON,.
41831,NOUN,.
41832,.,.
41833,PRON,.
41834,ADJ,.
41835,CONJ,.
41836,.,.
41837,ADP,.
41838,PRON,.
41839,.,.
41840,.,.
41841,DET,.
41842,.,.
41843,PRT,.
41844,DET,.
41845,NOUN,NOUN
41846,NOUN,NOUN
41847,.,.
41848,ADV,.
41849,CONJ,.
41850,NOUN,.
41851,PRON,.
41852,PRON,.
41853,DET,.
41854,ADV,.
41855,CONJ,.
41856,NOUN,.
41857,DET,.
41858,NOUN,.
41859,NOUN,.
41860,ADP,.
41861,CONJ,.
41862,DET,.
41863,ADP,.
41864,NUM,.
41865,ADP,.
41866,PRT,.
41867,DET,.
41868,ADV,.
41869,ADV,.
41870,CONJ,.
41871,PRON,.
41872,VERB,.
41873,NOUN,.
41874,ADV,.
41875,PRON,.
41876,PRT,.
41877,ADV,.
41878,PRON,.
41879,ADP,.
41880,ADV,.
41881,NOUN,.
41882,VERB,.
41883,PRON,.
41884,ADV,.
41885,.,.
41886,DET,.
41887,NUM,.
41888,VERB,NOUN
41889,CONJ,.
41890,PRT,.
41891,ADP,.
41892,ADV,.
41893,NOUN,.
41894,DET,.
41895,ADV,.
41896,ADP,.
41897,DET,.
41898,DET,.
41899,NOUN,.
41900,PRON,.
41901,DET,.
41902,DET,.
41903,PRON,.
41904,ADV,.
41905,PRON,.
41906,DET,.
41907,ADP,.
41908,DET,.
41909,PRON,.
41910,PRON,.
41911,DET,.
41912,DET,.
41913,ADP,.
41914,PRON,.
41915,ADP,.
41916,DET,.
41917,DET,.
41918,ADJ,.
41919,DET,.
41920,CONJ,.
41921,NOUN,.
41922,ADV,.
41923,NUM,.
41924,VERB,.
41925,ADP,.
41926,CONJ,.
41927,ADP,.
41928,VERB,.
41929,NOUN,.
41930,PRON,.
41931,.,.
41932,PRT,.
41933,PRON,.
41934,DET,.
41935,NOUN,.
41936,.,.
41937,PRON,.
41938,ADP,.
41939,VERB,.
41940,ADP,.
41941,.,.
41942,NOUN,.
41943,DET,.
41944,NUM,.
41945,X,.
41946,ADP,.
41947,.,.
41948,NOUN,.
41949,PRT,.
41950,ADV,.
41951,ADP,.
41952,PRON,.
41953,DET,.
41954,ADV,.
41955,PRON,.
41956,DET,.
41957,CONJ,.
41958,DET,.
41959,PRON,.
41960,NOUN,.
41961,PRT,.
41962,PRON,.
41963,PRON,.
41964,ADV,.
41965,DET,.
41966,ADV,.
41967,PRON,.
41968,DET,.
41969,DET,.
41970,NUM,.
41971,ADP,.
41972,DET,.
41973,NOUN,.
41974,NOUN,.
41975,DET,.
41976,NOUN,.
41977,ADP,.
41978,DET,.
41979,.,.
41980,PRON,.
41981,CONJ,.
41982,CONJ,.
41983,ADJ,VERB
41984,ADP,.
41985,PRON,.
41986,PRT,.
41987,PRON,.
41988,ADP,.
41989,ADV,.
41990,ADJ,.
41991,PRON,.
41992,PRON,.
41993,.,.
41994,DET,.
41995,PRON,.
41996,.,.
41997,.,.
41998,ADP,.
41999,ADV,.
42000,DET,.
42001,ADP,.
42002,DET,.
42003,PRON,.
42004,NOUN,.
42005,DET,.
42006,CONJ,.
42007,PRON,.
42008,ADP,.
42009,NOUN,.
42010,VERB,.
42011,PRON,.
42012,DET,.
42013,DET,.
42014,PRON,.
42015,PRT,.
42016,PRON,.
42017,PRON,.
42018,DET,.
42019,DET,.
42020,.,.
42021,NOUN,NOUN
42022,ADP,.
42023,PRON,.
42024,DET,.
42025,ADV,.
42026,DET,.
42027,ADV,.
42028,PRON,.
42029,ADV,.
42030,ADP,.
42031,VERB,.
42032,NOUN,NOUN
42033,NOUN,.
42034,PRON,.
42035,ADP,.
42036,DET,.
42037,NOUN,.
42038,PRON,.
42039,ADP,.
42040,ADJ,.
42041,PRON,.
42042,DET,.
42043,NOUN,.
42044,DET,.
42045,ADP,.
42046,DET,.
42047,DET,.
42048,NOUN,.
42049,PRT,.
42050,PRON,.
42051,VERB,NOUN
42052,ADP,.
42053,NOUN,NOUN
42054,.,.
42055,PRON,.
42056,NOUN,.
42057,ADV,.
42058,PRON,.
42059,NOUN,.
42060,NOUN,.
42061,ADV,.
42062,NOUN,.
42063,ADV,.
42064,VERB,.
42065,DET,.
42066,ADP,.
42067,ADP,.
42068,ADV,.
42069,PRON,.
42070,DET,.
42071,ADV,.
42072,ADP,.
42073,DET,.
42074,DET,.
42075,.,.
42076,NUM,.
42077,NOUN,.
42078,VERB,.
42079,.,.
42080,PRON,.
42081,DET,.
42082,NOUN,.
42083,.,.
42084,ADV,.
42085,VERB,.
42086,DET,.
42087,PRON,.
42088,ADP,.
42089,DET,.
42090,DET,.
42091,ADV,.
42092,DET,.
42093,PRON,.
42094,.,.
42095,DET,.
42096,PRT,.
42097,DET,.
42098,DET,.
42099,DET,.
42100,PRON,.
42101,ADV,.
42102,PRT,.
42103,ADP,.
42104,PRON,.
42105,CONJ,.
42106,PRON,.
42107,PRT,.
42108,PRT,.
42109,PRON,.
42110,ADP,.
42111,NOUN,NUM
42112,PRON,.
42113,CONJ,.
42114,PRT,.
42115,ADP,.
42116,VERB,.
42117,ADV,.
42118,DET,.
42119,PRON,.
42120,PRON,.
42121,ADP,.
42122,VERB,.
42123,DET,.
42124,ADP,.
42125,NOUN,.
42126,PRON,.
42127,PRON,.
42128,CONJ,.
42129,NOUN,.
42130,PRON,.
42131,NOUN,.
42132,.,.
42133,PRT,.
42134,DET,.
42135,DET,.
42136,PRON,.
42137,.,.
42138,NOUN,.
42139,ADP,.
42140,NOUN,.
42141,DET,.
42142,PRT,.
42143,NOUN,.
42144,ADP,.
42145,DET,.
42146,CONJ,.
42147,DET,.
42148,PRT,.
42149,DET,.
42150,ADV,.
42151,DET,.
42152,DET,.
42153,VERB,.
42154,VERB,.
42155,.,.
42156,.,.
42157,DET,.
42158,PRON,.
42159,VERB,.
42160,PRON,.
42161,.,.
42162,DET,.
42163,.,.
42164,ADP,.
42165,NOUN,.
42166,ADP,.
42167,PRT,.
42168,ADP,.
42169,DET,.
42170,PRON,.
42171,DET,.
42172,DET,.
42173,PRON,.
42174,DET,.
42175,CONJ,.
42176,PRT,.
42177,DET,.
42178,ADP,.
42179,DET,.
42180,DET,.
42181,ADV,.
42182,DET,.
42183,PRON,.
42184,DET,NOUN
42185,.,.
42186,PRON,.
42187,NOUN,.
42188,PRON,.
42189,ADV,.
42190,DET,.
42191,DET,.
42192,PRT,.
42193,NOUN,.
42194,ADV,.
42195,ADV,.
42196,PRON,.
42197,.,.
42198,NOUN,.
42199,DET,.
42200,ADP,.
42201,PRON,.
42202,PRON,.
42203,ADP,.
42204,NOUN,.
42205,ADV,.
42206,DET,NOUN
42207,DET,.
42208,NOUN,.
42209,DET,.
42210,DET,.
42211,.,.
42212,PRON,.
42213,.,.
42214,ADJ,NOUN
42215,NOUN,.
42216,VERB,.
42217,DET,.
42218,.,.
42219,ADV,.
42220,ADP,.
42221,.,.
42222,NOUN,.
42223,PRON,.
42224,NOUN,.
42225,ADJ,.
42226,DET,.
42227,DET,.
42228,.,.
42229,DET,.
42230,NOUN,.
42231,VERB,.
42232,DET,.
42233,ADP,.
42234,ADP,.
42235,.,.
42236,DET,.
42237,PRON,.
42238,ADV,.
42239,CONJ,.
42240,PRON,.
42241,NOUN,.
42242,PRON,.
42243,DET,.
42244,ADV,.
42245,DET,.
42246,VERB,.
42247,ADV,.
42248,NUM,.
42249,DET,.
42250,ADP,.
42251,PRT,.
42252,NOUN,.
42253,PRON,.
42254,ADJ,.
42255,PRON,.
42256,VERB,NOUN
42257,PRON,.
42258,ADV,.
42259,.,.
42260,ADP,.
42261,ADV,.
42262,ADV,.
42263,ADJ,.
42264,PRON,.
42265,.,.
42266,NOUN,.
42267,NOUN,.
42268,DET,.
42269,CONJ,.
42270,.,.
42271,.,.
42272,ADP,.
42273,DET,.
42274,ADV,.
42275,NOUN,.
42276,ADV,.
42277,ADP,.
42278,ADP,.
42279,ADP,.
42280,ADV,.
42281,ADJ,.
42282,ADV,.
42283,ADJ,.
42284,ADP,.
42285,PRON,.
42286,ADV,.
42287,CONJ,.
42288,ADP,.
42289,DET,.
42290,PRON,.
42291,PRON,.
42292,DET,.
42293,DET,.
42294,PRON,.
42295,.,.
42296,NOUN,.
42297,.,.
42298,CONJ,.
42299,DET,.
42300,ADV,.
42301,DET,.
42302,ADJ,.
42303,PRON,.
42304,DET,.
42305,NOUN,.
42306,ADV,.
42307,ADV,.
42308,DET,.
42309,DET,.
42310,DET,.
42311,DET,.
42312,ADP,.
42313,DET,.
42314,DET,.
42315,CONJ,.
42316,PRT,.
42317,PRON,.
42318,.,.
42319,VERB,.
42320,ADP,.
42321,VERB,.
42322,PRT,.
42323,.,.
42324,.,.
42325,ADJ,.
42326,NOUN,.
42327,NOUN,.
42328,DET,.
42329,PRON,.
42330,DET,.
42331,NOUN,.
42332,ADV,.
42333,ADP,.
42334,ADV,.
42335,PRON,.
42336,VERB,.
42337,PRON,.
42338,ADP,.
42339,NOUN,.
42340,NOUN,.
42341,DET,.
42342,VERB,.
42343,VERB,.
42344,CONJ,.
42345,CONJ,.
42346,DET,.
42347,ADP,.
42348,DET,.
42349,PRT,.
42350,DET,.
42351,DET,.
42352,PRON,.
42353,NOUN,.
42354,PRON,.
42355,PRON,.
42356,.,.
42357,DET,.
42358,DET,.
42359,NUM,.
42360,ADJ,.
42361,ADP,.
42362,DET,.
42363,VERB,.
42364,PRON,.
42365,PRON,.
42366,DET,.
42367,DET,.
42368,DET,.
42369,DET,.
42370,ADP,.
42371,PRON,.
42372,CONJ,.
42373,PRON,.
42374,ADP,.
42375,DET,.
42376,PRON,.
42377,VERB,.
42378,DET,.
42379,PRON,.
42380,NOUN,.
42381,.,.
42382,NOUN,.
42383,DET,.
42384,PRON,.
42385,DET,.
42386,CONJ,.
42387,PRON,.
42388,ADV,.
42389,DET,.
42390,PRON,.
42391,.,.
42392,DET,.
42393,NOUN,.
42394,PRON,.
42395,VERB,.
42396,PRON,.
42397,DET,.
42398,DET,.
42399,ADV,.
42400,.,.
42401,CONJ,.
42402,ADV,.
42403,ADP,.
42404,DET,.
42405,PRON,.
42406,NOUN,.
42407,DET,.
42408,DET,.
42409,ADV,.
42410,.,.
42411,PRT,.
42412,DET,.
42413,NOUN,.
42414,DET,.
42415,ADP,.
42416,NOUN,.
42417,ADP,.
42418,NOUN,.
42419,CONJ,.
42420,PRT,.
42421,ADP,.
42422,ADP,.
42423,DET,.
42424,DET,.
42425,ADP,.
42426,NOUN,.
42427,NUM,.
42428,.,.
42429,DET,.
42430,DET,.
42431,ADV,.
42432,NOUN,.
42433,CONJ,.
42434,PRT,.
42435,.,.
42436,VERB,.
42437,.,.
42438,PRON,.
42439,ADJ,.
42440,NOUN,.
42441,DET,.
42442,VERB,.
42443,PRT,NOUN
42444,PRON,.
42445,NOUN,.
42446,DET,.
42447,DET,.
42448,PRT,.
42449,DET,.
42450,VERB,.
42451,PRON,.
42452,NOUN,.
42453,PRT,.
42454,DET,.
42455,.,.
42456,DET,.
42457,ADP,.
42458,PRON,.
42459,CONJ,.
42460,NUM,.
42461,PRON,.
42462,ADV,.
42463,ADV,.
42464,PRON,.
42465,CONJ,.
42466,ADJ,.
42467,PRON,.
42468,PRON,.
42469,NOUN,.
42470,CONJ,.
42471,PRON,.
42472,.,.
42473,PRT,.
42474,NOUN,.
42475,ADJ,.
42476,NOUN,.
42477,DET,.
42478,ADV,.
42479,ADP,.
42480,PRT,.
42481,DET,.
42482,VERB,.
42483,ADV,.
42484,NOUN,.
42485,PRON,.
42486,ADJ,.
42487,NOUN,.
42488,VERB,.
42489,CONJ,.
42490,NOUN,.
42491,PRT,.
42492,DET,.
42493,ADP,.
42494,PRON,.
42495,ADV,.
42496,ADP,.
42497,NOUN,.
42498,ADP,.
42499,CONJ,.
42500,CONJ,.
42501,ADP,.
42502,PRON,.
42503,CONJ,.
42504,ADP,.
42505,DET,.
42506,VERB,.
42507,ADP,.
42508,ADP,.
42509,DET,.
42510,PRT,.
42511,PRON,.
42512,ADV,.
42513,.,.
42514,DET,.
42515,NOUN,.
42516,DET,.
42517,DET,.
42518,PRT,.
42519,NOUN,.
42520,NOUN,.
42521,DET,.
42522,ADV,.
42523,ADP,.
42524,NOUN,.
42525,PRON,.
42526,ADP,.
42527,DET,.
42528,DET,.
42529,NOUN,.
42530,PRON,.
42531,DET,.
42532,ADP,.
42533,NOUN,.
42534,DET,.
42535,PRON,.
42536,ADV,.
42537,ADP,.
42538,ADP,.
42539,.,.
42540,PRT,.
42541,ADP,.
42542,PRON,.
42543,NOUN,NOUN
42544,NOUN,.
42545,DET,.
42546,ADP,.
42547,DET,.
42548,DET,.
42549,VERB,.
42550,NUM,.
42551,ADV,.
42552,DET,.
42553,DET,.
42554,PRT,.
42555,NUM,.
42556,DET,.
42557,ADP,.
42558,CONJ,.
42559,DET,.
42560,PRON,.
42561,DET,.
42562,PRON,.
42563,NOUN,.
42564,NOUN,NOUN
42565,.,.
42566,PRON,.
42567,VERB,.
42568,PRON,.
42569,DET,.
42570,ADP,.
42571,NOUN,.
42572,VERB,.
42573,ADV,.
42574,.,.
42575,NOUN,.
42576,DET,.
42577,DET,.
42578,ADV,.
42579,CONJ,.
42580,CONJ,.
42581,NOUN,.
42582,ADV,.
42583,PRON,.
42584,NOUN,.
42585,DET,.
42586,.,.
42587,NOUN,.
42588,ADJ,.
42589,ADP,.
42590,PRON,.
42591,DET,.
42592,DET,.
42593,DET,.
42594,ADV,.
42595,NOUN,.
42596,ADV,.
42597,ADP,.
42598,ADP,.
42599,ADP,.
42600,DET,.
42601,CONJ,.
42602,DET,.
42603,VERB,.
42604,ADP,.
42605,PRT,.
42606,PRON,.
42607,ADV,.
42608,PRT,.
42609,DET,.
42610,PRON,.
42611,.,.
42612,CONJ,.
42613,VERB,.
42614,DET,.
42615,PRON,.
42616,DET,.
42617,CONJ,.
42618,DET,.
42619,PRON,.
42620,ADJ,.
42621,PRON,.
42622,ADP,.
42623,CONJ,.
42624,PRON,.
42625,DET,.
42626,ADP,.
42627,PRON,.
42628,PRON,.
42629,PRON,.
42630,PRON,.
42631,DET,.
42632,NOUN,.
42633,NOUN,.
42634,VERB,.
42635,NOUN,.
42636,NUM,.
42637,PRON,.
42638,PRT,.
42639,ADP,.
42640,ADV,.
42641,DET,NOUN
42642,PRON,.
42643,PRON,.
42644,ADP,.
42645,DET,.
42646,PRON,.
42647,ADV,.
42648,NOUN,.
42649,PRT,.
42650,DET,.
42651,.,.
42652,NUM,.
42653,ADV,.
42654,NOUN,.
42655,NOUN,.
42656,NOUN,.
42657,ADV,.
42658,DET,.
42659,ADP,.
42660,ADJ,.
42661,ADJ,.
42662,DET,.
42663,DET,.
42664,ADV,.
42665,DET,.
42666,ADV,.
42667,NOUN,.
42668,DET,.
42669,VERB,.
42670,PRON,.
42671,DET,.
42672,NOUN,.
42673,PRON,.
42674,NOUN,.
42675,PRON,.
42676,NOUN,.
42677,ADV,.
42678,PRON,.
42679,PRT,.
42680,PRT,.
42681,ADV,.
42682,PRON,.
42683,PRON,.
42684,PRT,.
42685,DET,.
42686,DET,.
42687,PRON,.
42688,.,.
42689,ADP,.
42690,DET,.
42691,ADP,.
42692,CONJ,.
42693,DET,.
42694,PRON,.
42695,.,.
42696,DET,.
42697,ADP,.
42698,DET,.
42699,DET,.
42700,PRON,.
42701,PRON,.
42702,ADV,.
42703,DET,.
42704,DET,.
42705,DET,.
42706,ADP,.
42707,PRON,.
42708,VERB,.
42709,NOUN,.
42710,PRON,.
42711,ADP,.
42712,.,.
42713,PRON,.
42714,NOUN,.
42715,PRON,.
42716,PRT,.
42717,DET,NOUN
42718,DET,.
42719,.,.
42720,DET,.
42721,DET,.
42722,DET,.
42723,DET,.
42724,NOUN,.
42725,DET,.
42726,VERB,.
42727,ADV,.
42728,ADP,.
42729,NOUN,.
42730,PRON,.
42731,PRON,.
42732,ADP,.
42733,NOUN,.
42734,DET,.
42735,ADP,.
42736,NOUN,.
42737,NOUN,.
42738,DET,.
42739,ADV,.
42740,X,.
42741,DET,.
42742,PRON,.
42743,PRON,.
42744,.,.
42745,NOUN,.
42746,DET,.
42747,DET,.
42748,NOUN,.
42749,DET,.
42750,DET,.
42751,.,.
42752,.,.
42753,CONJ,.
42754,NOUN,.
42755,ADJ,.
42756,DET,.
42757,.,.
42758,ADV,.
42759,ADV,.
42760,DET,.
42761,.,.
42762,NUM,.
42763,.,.
42764,.,.
42765,NOUN,.
42766,NOUN,.
42767,DET,.
42768,DET,.
42769,NOUN,.
42770,DET,.
42771,NOUN,.
42772,NOUN,.
42773,.,.
42774,ADP,.
42775,PRON,.
42776,VERB,.
42777,ADP,.
42778,NOUN,.
42779,PRON,.
42780,PRON,.
42781,.,.
42782,NOUN,NOUN
42783,ADV,.
42784,ADP,.
42785,ADP,.
42786,NOUN,.
42787,ADP,.
42788,VERB,.
42789,.,.
42790,.,.
42791,DET,.
42792,NOUN,.
42793,NOUN,.
42794,NOUN,.
42795,VERB,.
42796,DET,.
42797,NOUN,.
42798,PRON,.
42799,DET,.
42800,DET,.
42801,ADV,.
42802,ADP,.
42803,.,.
42804,PRON,.
42805,DET,.
42806,ADP,.
42807,PRT,.
42808,ADP,.
42809,ADJ,.
42810,ADV,.
42811,NOUN,.
42812,PRON,.
42813,DET,.
42814,.,.
42815,PRT,.
42816,DET,.
42817,ADV,.
42818,ADJ,.
42819,.,.
42820,VERB,.
42821,ADV,.
42822,ADP,.
42823,ADP,.
42824,ADP,.
42825,NOUN,.
42826,DET,.
42827,ADV,.
42828,VERB,.
42829,NOUN,.
42830,NOUN,.
42831,NOUN,.
42832,.,.
42833,ADJ,.
42834,DET,.
42835,PRON,.
42836,.,.
42837,ADP,.
42838,DET,.
42839,PRON,.
42840,CONJ,.
42841,PRON,.
42842,ADP,.
42843,NUM,.
42844,.,.
42845,.,.
42846,NOUN,.
